timestamp,open,high,low,close,volume
2022-11-02,148.9450,152.1700,145.0000,145.0300,93604623
2022-11-01,155.0800,155.4500,149.1300,150.6500,80379345
2022-10-31,153.1550,154.2400,151.9200,153.3400,97943171
2022-10-28,148.2000,157.5000,147.8200,155.7400,164762371
2022-10-27,148.0700,149.0460,144.1300,144.8000,109180150
2022-10-26,150.9600,151.9900,148.0400,149.3500,88436172
2022-10-25,150.0900,152.4900,149.3600,152.3400,74732290
2022-10-24,147.1850,150.2300,146.0000,149.4500,75981918
2022-10-21,142.8700,147.8479,142.6490,147.2700,86548609
2022-10-20,143.0200,145.8900,142.6500,143.3900,64521989
2022-10-19,141.6900,144.9492,141.5000,143.8600,61758340
2022-10-18,145.4900,146.7000,140.6100,143.7500,99136610
2022-10-17,141.0650,142.9000,140.2700,142.4100,85250939
2022-10-14,144.3100,144.5200,138.1900,138.3800,88597969
2022-10-13,134.9900,143.5900,134.3700,142.9900,113223975
2022-10-12,139.1300,140.3600,138.1600,138.3400,70433744
2022-10-11,139.9000,141.3500,138.2200,138.9800,77033672
2022-10-10,140.4200,141.8900,138.5729,140.4200,74899002
2022-10-07,142.5400,143.1000,139.4450,140.0900,85925559
2022-10-06,145.8100,147.5400,145.2200,145.4300,68402169
2022-10-05,144.0750,147.3800,143.0100,146.4000,79470968
2022-10-04,145.0300,146.2200,144.2600,146.1000,87830064
2022-10-03,138.2100,143.0700,137.6850,142.4500,114311663
2022-09-30,141.2800,143.1000,138.0000,138.2000,124925274
2022-09-29,146.1000,146.7200,140.6800,142.4800,128138237
2022-09-28,147.6400,150.6414,144.8400,149.8400,146691387
2022-09-27,152.7400,154.7200,149.9450,151.7600,84442741
2022-09-26,149.6600,153.7701,149.6400,150.7700,93339409
2022-09-23,151.1900,151.4700,148.5600,150.4300,96029909
2022-09-22,152.3800,154.4700,150.9100,152.7400,86264792
2022-09-21,157.3400,158.7400,153.6000,153.7200,101696790
2022-09-20,153.4000,158.0800,153.0800,156.9000,107689796
2022-09-19,149.3100,154.5600,149.1000,154.4800,81474246
2022-09-16,151.2100,151.3500,148.3700,150.7000,162278841
2022-09-15,154.6500,155.2400,151.3800,152.3700,90481110
2022-09-14,154.7850,157.1000,153.6106,155.3100,87965409
2022-09-13,159.9000,160.5400,153.3700,153.8400,122656614
2022-09-12,159.5900,164.2600,159.3000,163.4300,104955962
2022-09-09,155.4700,157.8200,154.7500,157.3700,68081006
2022-09-08,154.6400,156.3600,152.6800,154.4600,84923847
2022-09-07,154.8250,156.6700,153.6100,155.9600,87449574
2022-09-06,156.4700,157.0900,153.6900,154.5300,73295539
2022-09-02,159.7500,160.3620,154.9650,155.8100,76957768
2022-09-01,156.6400,158.4200,154.6700,157.9600,74229896
2022-08-31,160.3050,160.5800,157.1400,157.2200,87991091
2022-08-30,162.1300,162.5600,157.7200,158.9100,77906197
2022-08-29,161.1450,162.9000,159.8200,161.3800,72724452
2022-08-26,170.5700,171.0500,163.5600,163.6200,78960980
2022-08-25,168.7800,170.1400,168.3500,170.0300,51218209
2022-08-24,167.3200,168.1100,166.2450,167.5300,53841524
2022-08-23,167.0800,168.7100,166.6500,167.2300,54147079
2022-08-22,169.6900,169.8600,167.1350,167.5700,69026809
2022-08-19,173.0300,173.7400,171.3101,171.5200,70346295
2022-08-18,173.7500,174.9000,173.1200,174.1500,62290075
2022-08-17,172.7700,176.1500,172.5700,174.5500,79542037
2022-08-16,172.7800,173.7100,171.6618,173.0300,56377050
2022-08-15,171.5200,173.3900,171.3450,173.1900,54091694
2022-08-12,169.8200,172.1700,169.4000,172.1000,68039382
2022-08-11,170.0600,170.9900,168.1900,168.4900,57149159
2022-08-10,167.6800,169.3400,166.9000,169.2400,70170540
2022-08-09,164.0200,165.8200,163.2500,164.9200,63135503
2022-08-08,166.3700,167.8100,164.2000,164.8700,60362338
2022-08-05,163.2100,165.8500,163.0000,165.3500,56696985
2022-08-04,166.0050,167.1900,164.4300,165.8100,55474144
2022-08-03,160.8400,166.5900,160.7500,166.1300,82507488
2022-08-02,160.1000,162.4100,159.6300,160.0100,59907025
2022-08-01,161.0100,163.5900,160.8900,161.5100,67829379
2022-07-29,161.2400,163.6300,159.5000,162.5100,101786860
2022-07-28,156.9800,157.6400,154.4100,157.3500,81378731
2022-07-27,152.5800,157.3300,152.1600,156.7900,78620688
2022-07-26,152.2650,153.0850,150.8000,151.6000,55138691
2022-07-25,154.0100,155.0400,152.2800,152.9500,53623945
2022-07-22,155.3900,156.2800,153.4100,154.0900,66675408
2022-07-21,154.5000,155.5700,151.9400,155.3500,65086636
2022-07-20,151.1200,153.7200,150.3700,153.0400,64823413
2022-07-19,147.9200,151.2300,146.9100,151.0000,82982367
2022-07-18,150.7400,151.5700,146.7000,147.0700,81420868
2022-07-15,149.7800,150.8600,148.2000,150.1700,76259931
2022-07-14,144.0800,148.9500,143.2500,148.4700,78140744
2022-07-13,142.9900,146.4500,142.1201,145.4900,71185560
2022-07-12,145.7600,148.4500,145.0500,145.8600,77588759
2022-07-11,145.6700,146.6400,143.7800,144.8700,63305113
2022-07-08,145.2650,147.5500,145.0000,147.0400,64547798
2022-07-07,143.2900,146.5500,143.2800,146.3500,66253709
2022-07-06,141.3550,144.1200,141.0800,142.9200,74064254
2022-07-05,137.7700,141.6100,136.9300,141.5600,73429641
2022-07-01,136.0400,139.0400,135.6600,138.9300,71051552
2022-06-30,137.2500,138.3700,133.7737,136.7200,98964467
2022-06-29,137.4600,140.6700,136.6700,139.2300,66242411
2022-06-28,142.1300,143.4220,137.3250,137.4400,67315328
2022-06-27,142.6950,143.4900,140.9650,141.6600,70207908
2022-06-24,139.9000,141.9100,139.7700,141.6600,89116837
2022-06-23,136.8200,138.5900,135.6300,138.2700,72433768
2022-06-22,134.7900,137.7600,133.9100,135.3500,73409234
2022-06-21,133.4200,137.0600,133.3200,135.8700,81000488
2022-06-17,130.0650,133.0790,129.8100,131.5600,134520290
2022-06-16,132.0800,132.3900,129.0400,130.0600,107961508
2022-06-15,134.2900,137.3400,132.1600,135.4300,91532972
2022-06-14,133.1300,133.8900,131.4800,132.7600,84784326
2022-06-13,132.8700,135.2000,131.4400,131.8800,122207099
