timestamp,open,high,low,close,volume
2022-11-02,286.4000,287.3300,272.8400,273.0000,10093375
2022-11-01,296.1700,299.7000,286.4200,286.7500,6916424
2022-10-31,295.1300,297.6199,289.5000,291.8800,7505133
2022-10-28,297.7000,301.1900,292.2924,295.7200,9960547
2022-10-27,298.3300,305.2100,294.7800,296.9400,14612586
2022-10-26,290.0400,305.6300,288.0400,298.6200,15749252
2022-10-25,286.9500,297.5900,285.5501,291.0200,15100718
2022-10-24,290.2300,290.4900,280.3600,282.4500,13326418
2022-10-21,268.9500,290.7500,265.6800,289.5700,24889055
2022-10-20,272.7800,278.3755,266.3800,268.1600,17207104
2022-10-19,265.0000,279.3000,262.6600,272.3800,46685255
2022-10-18,249.8000,250.3700,237.7300,240.8600,25776731
2022-10-17,234.4100,249.9221,234.4000,245.1000,21057824
2022-10-14,237.8000,238.8000,229.5100,230.0000,15293400
2022-10-13,212.6900,234.4700,211.7300,232.5100,17505012
2022-10-12,214.3000,223.6700,212.6400,220.8700,12952643
2022-10-11,226.0500,230.4400,213.7000,214.2900,15282411
2022-10-10,225.6400,233.8300,224.2300,229.9800,9991145
2022-10-07,235.7700,237.3300,224.2800,224.7500,9806128
2022-10-06,236.6800,244.2800,233.9101,240.0200,9188940
2022-10-05,238.7600,241.5900,227.3800,236.7300,10825633
2022-10-04,244.8400,245.7999,233.2500,240.7400,13925854
2022-10-03,237.8500,241.5400,232.8500,239.0400,8657443
2022-09-30,237.0000,242.4400,233.2600,235.4400,11848607
2022-09-29,241.6100,246.9800,235.6800,239.7100,18994943
2022-09-28,229.6900,246.6500,227.3800,245.2000,17579670
2022-09-27,228.6300,230.6400,220.7200,224.3600,7762223
2022-09-26,225.6000,232.7000,223.0100,224.0700,8234285
2022-09-23,235.1400,236.4499,221.4300,226.4100,11207228
2022-09-22,235.3500,240.5000,231.6600,237.0500,9991482
2022-09-21,242.6700,248.2999,236.6800,236.8700,9166772
2022-09-20,240.3700,250.4900,239.6600,242.8500,16037431
2022-09-19,245.0500,245.2500,235.7500,243.6300,17912370
2022-09-16,231.2200,241.3550,227.8300,240.1300,18914177
2022-09-15,230.4700,242.2871,229.1000,235.3800,19454122
2022-09-14,219.8200,228.0000,215.8000,224.1200,8230340
2022-09-13,226.5000,227.6900,217.7200,218.1300,8000128
2022-09-12,233.6100,239.4900,233.3700,236.5300,6047425
2022-09-09,229.6200,234.7799,229.6200,233.5700,6702060
2022-09-08,224.1600,228.7350,221.3000,227.4400,6737436
2022-09-07,220.2100,229.3300,218.2681,228.9600,8149329
2022-09-06,225.5900,226.8500,214.6900,218.3900,7447153
2022-09-02,231.0300,233.8814,225.0400,226.1100,8164883
2022-09-01,220.7200,230.3700,219.4700,230.0400,7292917
2022-08-31,227.0000,233.8787,223.4300,223.5600,8615906
2022-08-30,226.6600,229.7900,218.7400,220.6500,5740434
2022-08-29,221.9300,229.8700,221.5200,224.5700,7096010
2022-08-26,233.6250,236.9500,223.1500,223.2800,5349848
2022-08-25,230.2400,234.1600,229.0000,233.9800,3766867
2022-08-24,225.6600,234.1000,223.9400,229.6100,5426316
2022-08-23,226.4600,229.9000,224.3000,224.5500,5276945
2022-08-22,232.5500,233.4750,224.5900,226.5400,8630094
2022-08-19,240.9500,243.2900,235.6800,241.1600,7504707
