timestamp,open,high,low,close,volume
2022-11-02,97.3150,97.7400,92.0100,92.1200,135761798
2022-11-01,103.9900,104.5800,96.0600,96.7900,153370032
2022-10-31,103.5600,104.8700,100.7400,102.4400,99251395
2022-10-28,97.9050,103.9600,97.6600,103.4100,223133398
2022-10-27,113.9200,114.1200,109.7700,110.9600,129605362
2022-10-26,116.0000,119.3457,114.7600,115.6600,69002457
2022-10-25,119.6500,121.3152,118.9500,120.6000,50934609
2022-10-24,119.9800,120.3900,116.5700,119.8200,49531523
2022-10-21,114.7920,119.5900,114.5000,119.3200,55660485
2022-10-20,113.8300,118.2400,113.5100,115.2500,48795104
2022-10-19,114.7100,116.5932,113.2200,115.0700,47198122
2022-10-18,119.0600,119.5200,114.7900,116.3600,65607448
2022-10-17,110.1100,114.1900,110.0900,113.7900,62781985
2022-10-14,114.1000,114.9600,106.6000,106.9000,67737344
2022-10-13,107.8800,113.4400,105.3450,112.5300,86868103
2022-10-12,112.4900,113.8300,111.4000,112.9000,45728660
2022-10-11,112.7100,115.4800,110.3900,112.2100,56432233
2022-10-10,115.1000,116.2500,112.4300,113.6700,42339675
2022-10-07,118.0000,118.1700,113.8800,114.5600,54677980
2022-10-06,120.7700,121.5300,119.5000,120.3000,42253755
2022-10-05,118.5800,121.7500,117.6900,120.9500,48217535
2022-10-04,119.8900,123.0000,119.7900,121.0900,62812564
2022-10-03,113.5800,116.9100,112.4500,115.8800,50941854
2022-09-30,114.0750,116.9200,112.8400,113.0000,59479586
2022-09-29,115.6000,116.0700,113.0600,114.8000,58969714
2022-09-28,114.3800,118.7000,113.8000,118.0100,55763750
2022-09-27,117.1950,118.3200,113.0500,114.4100,60094693
2022-09-26,113.2950,117.3400,113.1300,115.1500,62723268
2022-09-23,116.0000,116.0500,112.0600,113.7800,65126665
2022-09-22,117.0800,118.7900,116.2600,117.3100,54959006
2022-09-21,122.4900,123.7600,118.4500,118.5400,58498887
2022-09-20,123.3500,124.3963,121.1400,122.1900,47698432
2022-09-19,122.1600,124.7100,121.8000,124.6600,47279727
2022-09-16,122.7800,123.8700,120.7000,123.5300,115667804
2022-09-15,127.3800,130.3700,125.4950,126.2800,52887196
2022-09-14,127.3640,128.8400,126.3300,128.5500,45316772
2022-09-13,131.0100,131.4000,126.2700,126.8200,72694010
2022-09-12,134.0950,136.4900,134.0000,136.4500,53826859
2022-09-09,130.9100,133.6900,130.7600,133.2700,49422259
2022-09-08,127.7200,130.2800,127.1000,129.8200,43988509
2022-09-07,126.1200,129.8200,125.4000,129.4800,47834487
2022-09-06,127.9200,128.6200,124.7400,126.1100,43689994
2022-09-02,129.5000,131.3800,126.3900,127.5100,57429829
2022-09-01,126.0000,128.0200,123.6600,127.8200,56636145
2022-08-31,129.4500,130.5900,126.7400,126.7700,53648702
2022-08-30,131.2500,132.0745,126.8500,128.7300,49202990
2022-08-29,129.9000,131.9499,128.7700,129.7900,47967685
2022-08-26,136.5500,137.8300,130.5000,130.7500,53322663
2022-08-25,135.2600,137.4200,134.2800,137.2800,37496283
2022-08-24,132.7500,135.4700,132.1000,133.8000,38626978
2022-08-23,133.4100,134.9900,132.9500,133.6200,36252103
2022-08-22,135.7200,136.3200,132.8500,133.2200,50461504
2022-08-19,140.4700,141.1100,137.9142,138.2300,47792843
2022-08-18,141.3200,142.7700,140.3800,142.3000,37458737
2022-08-17,142.6900,143.3800,140.7800,142.1000,48149778
2022-08-16,143.9050,146.5700,142.0000,144.7800,59102859
